file_name,SGPA,CGPA
20010101043_1800265814.html,7.11,7.91
20010101043_1800265934.html,7.74,7.88
20010101045_1800265267.html,7.75,8.06
20010101045_1800265469.html,7.58,7.97
20010101045_1800265814.html,8.11,7.99
20010101045_1800265934.html,8.22,8.02
20010101046_1800265267.html,4.29,6.70
20010101046_1800265469.html,4.08,6.19
20010101046_1800265814.html,0.00,5.07
20010101046_1800265934.html,4.00,4.92
20010101047_1800265267.html,5.58,6.81
20010101047_1800265331.html,6.73,7.20
20010101047_1800265469.html,6.25,6.70
20010101047_1800265814.html,6.26,6.62
20010101047_1800265934.html,6.61,6.62
20010101048_1800265267.html,5.33,6.79
20010101048_1800265331.html,6.69,7.26
20010101048_1800265469.html,6.42,6.98
20010101048_1800265499.html,7.31,7.47
20010101048_1800265814.html,4.37,6.50
20010101048_1800265934.html,6.65,6.59
20010101049_1800265267.html,8.21,8.74
20010101049_1800265469.html,8.13,8.62
20010101049_1800265814.html,8.26,8.56
20010101049_1800265934.html,8.35,8.53
20010101050_1800265267.html,7.71,8.26
20010101050_1800265469.html,7.63,8.13
20010101050_1800265814.html,7.89,8.09
20010101050_1800265934.html,8.09,8.09
20010101051_1800265267.html,3.50,5.80
20010101051_1800265331.html,4.96,6.54
20010101051_1800265469.html,5.21,5.68
20010101051_1800265814.html,4.00,5.38
20010101051_1800265930.html,4.96,6.54
20010101051_1800265931.html,4.50,6.04
20010101051_1800265933.html,4.00,5.54
20010101051_1800265934.html,5.78,5.57
20010101052_1800265267.html,7.42,8.19
20010101052_1800265469.html,7.71,8.10
20010101052_1800265814.html,7.30,7.95
20010101052_1800265934.html,8.22,7.99
20010101053_1800265267.html,7.13,7.83
20010101053_1800265469.html,6.04,7.48
20010101053_1800265814.html,6.41,7.28
20010101053_1800265934.html,7.13,7.26
20010101054_1800265267.html,5.54,6.92
20010101054_1800265331.html,6.12,7.36
20010101054_1800265469.html,4.33,6.41
20010101054_1800265499.html,6.12,7.36
20010101054_1800265500.html,5.54,6.92
20010101054_1800265788.html,6.12,7.36
20010101054_1800265814.html,4.19,6.22
20010101054_1800265930.html,7.04,7.69
20010101054_1800265933.html,5.52,6.62
20010101054_1800265934.html,6.26,6.58
20010101055_1800265267.html,6.71,7.44
20010101055_1800265331.html,7.62,7.68
20010101055_1800265469.html,7.04,7.36
20010101055_1800265814.html,7.04,7.30
20010101055_1800265934.html,7.52,7.33
20010101056_1800265267.html,6.67,7.63
20010101056_1800265469.html,6.67,7.44
20010101056_1800265814.html,7.44,7.44
20010101056_1800265934.html,7.57,7.46
20010101057_1800265267.html,6.96,7.64
20010101057_1800265469.html,6.83,7.48
20010101057_1800265814.html,6.78,7.36
20010101057_1800265934.html,7.61,7.39
20010101059_1800265267.html,6.88,7.89
20010101059_1800265469.html,7.04,7.77
20010101059_1800265814.html,7.56,7.73
20010101059_1800265934.html,7.70,7.73
20010101060_1800265267.html,7.21,7.96
20010101060_1800265469.html,7.50,7.87
20010101060_1800265814.html,8.11,7.91
20010101060_1800265934.html,8.65,8.01
20010101061_1800265267.html,7.42,8.12
20010101061_1800265469.html,7.21,7.94
20010101061_1800265814.html,7.70,7.90
20010101061_1800265934.html,8.22,7.94
20010101062_1800265267.html,8.00,8.62
20010101062_1800265469.html,7.79,8.46
20010101062_1800265814.html,8.00,8.38
20010101062_1800265934.html,8.74,8.42
20010101063_1800265267.html,5.58,7.02
20010101063_1800265331.html,7.50,7.49
20010101063_1800265469.html,5.58,6.87
20010101063_1800265814.html,6.59,7.01
20010101063_1800265934.html,7.87,7.12
20010101064_1800265267.html,8.21,8.27
20010101064_1800265469.html,8.25,8.26
20010101064_1800265814.html,8.41,8.29
20010101064_1800265934.html,8.96,8.38
20010104001_1800265270.html,2.88,4.55
20010104001_1800265518.html,2.54,4.25
20010104001_1800265599.html,2.31,5.26
20010104001_1800265817.html,0.92,3.67
20010104001_1800265821.html,2.88,4.67
20010104001_1800265985.html,2.88,4.67
20010104001_1800265986.html,2.54,4.25
20010104001_1800265988.html,2.70,3.68
20010104002_1800265270.html,5.79,7.10
20010104002_1800265518.html,6.79,7.04
20010104002_1800265600.html,5.79,7.10
20010104002_1800265817.html,5.73,6.89
20010104002_1800265821.html,6.29,7.22
20010104002_1800265988.html,5.96,6.77
20010104003_1800265270.html,4.58,6.11
20010104003_1800265340.html,6.04,6.61
20010104003_1800265518.html,6.38,6.26
20010104003_1800265599.html,6.50,6.77
20010104003_1800265817.html,3.54,5.99
20010104003_1800265821.html,5.83,6.54
20010104003_1800265988.html,5.04,6.09
20010104004_1800265270.html,7.25,7.96
20010104004_1800265518.html,8.13,7.99
20010104004_1800265817.html,6.15,7.67
20010104004_1800265988.html,7.70,7.67
20010104006_1800265270.html,3.83,6.11
20010104006_1800265340.html,5.42,6.85
20010104006_1800265518.html,3.08,5.76
20010104006_1800265600.html,5.08,6.42
20010104006_1800265817.html,2.77,5.32
20010104006_1800265821.html,5.08,6.42
20010104006_1800265822.html,3.58,5.86
20010104006_1800265984.html,5.42,6.85
20010104006_1800265985.html,5.08,6.42
20010104006_1800265986.html,3.58,5.86
20010104006_1800265988.html,4.17,5.30
20010104007_1800265270.html,5.42,7.20
20010104007_1800265518.html,6.29,7.17
20010104007_1800265817.html,4.38,6.80
20010104007_1800265821.html,6.92,7.57
20010104007_1800265988.html,4.78,6.64
20010104008_1800265270.html,5.08,6.93
20010104008_1800265518.html,6.50,6.99
20010104008_1800265817.html,5.88,6.92
20010104008_1800265821.html,6.58,7.30
20010104008_1800265988.html,6.22,6.82
20010104009_1800265270.html,5.17,7.51
20010104009_1800265340.html,8.04,8.27
20010104009_1800265518.html,5.46,7.50
20010104009_1800265600.html,7.17,8.00
20010104009_1800265817.html,5.42,7.26
20010104009_1800265822.html,6.21,7.65
20010104009_1800265988.html,6.00,7.09
20010104010_1800265270.html,5.96,7.56
20010104010_1800265518.html,7.38,7.70
20010104010_1800265817.html,5.42,7.30
20010104010_1800265988.html,6.96,7.46
20010104011_1800265270.html,5.42,7.46
20010104011_1800265518.html,7.67,7.87
20010104011_1800265600.html,7.29,7.92
20010104011_1800265817.html,6.81,7.68
20010104011_1800265988.html,7.78,7.70
20010104012_1800265270.html,3.25,6.21
20010104012_1800265340.html,6.35,7.18
20010104012_1800265518.html,4.42,6.28
20010104012_1800265599.html,7.04,7.42
20010104012_1800265600.html,4.63,6.73
20010104012_1800265817.html,2.96,5.80
20010104012_1800265821.html,5.29,6.90
20010104012_1800265822.html,4.42,6.41
20010104012_1800265985.html,5.29,6.90
20010104012_1800265988.html,2.87,5.48
20010104013_1800265270.html,6.63,8.05
20010104013_1800265518.html,7.29,7.84
20010104013_1800265817.html,6.77,7.65
20010104013_1800265988.html,7.04,7.57
20010104014_1800265270.html,5.71,7.03
20010104014_1800265518.html,5.96,6.97
20010104014_1800265817.html,5.38,6.69
20010104014_1800265988.html,6.43,6.75
20010104015_1800265270.html,6.38,7.71
20010104015_1800265518.html,7.54,7.90
20010104015_1800265600.html,7.50,7.99
20010104015_1800265817.html,6.65,7.68
20010104015_1800265988.html,7.30,7.63
20010104016_1800265270.html,7.08,8.13
20010104016_1800265518.html,7.63,8.03
20010104016_1800265817.html,7.27,7.90
20010104016_1800265988.html,7.57,7.85
20010104017_1800265270.html,6.67,7.97
20010104017_1800265518.html,8.21,8.21
20010104017_1800265600.html,7.67,8.21
20010104017_1800265817.html,7.15,8.03
20010104017_1800265988.html,7.78,7.99
20010104018_1800265270.html,4.17,6.50
20010104018_1800265340.html,7.04,7.26
20010104018_1800265518.html,5.25,6.55
20010104018_1800265600.html,5.67,6.87
20010104018_1800265817.html,1.08,5.59
20010104018_1800265821.html,5.67,6.87
20010104018_1800265985.html,5.67,6.87
20010104018_1800265987.html,3.08,5.94
20010104018_1800265988.html,4.17,5.66
20010104019_1800265270.html,6.50,7.69
20010104019_1800265518.html,6.92,7.54
20010104019_1800265817.html,4.04,6.93
20010104019_1800265988.html,6.17,7.04
20010104020_1800265270.html,3.88,5.92
20010104020_1800265340.html,4.96,6.58
20010104020_1800265518.html,2.71,5.39
20010104020_1800265600.html,4.38,6.04
20010104020_1800265817.html,2.35,4.93
20010104020_1800265821.html,4.88,6.16
20010104020_1800265822.html,2.71,5.48
20010104020_1800265988.html,5.61,5.23
20010104022_1800265270.html,2.88,5.56
20010104022_1800265340.html,4.00,6.43
20010104022_1800265518.html,3.21,5.25
20010104022_1800265599.html,4.00,6.43
20010104022_1800265817.html,0.92,4.81
20010104022_1800265820.html,4.00,6.43
20010104022_1800265821.html,4.63,5.99
20010104022_1800265822.html,4.21,5.64
20010104022_1800265984.html,5.08,6.81
20010104022_1800265985.html,4.63,6.28
20010104022_1800265986.html,4.21,5.87
20010104022_1800265988.html,4.35,5.22
20010104023_1800265270.html,6.92,7.66
20010104023_1800265518.html,7.63,7.66
20010104023_1800265817.html,7.12,7.56
20010104023_1800265988.html,7.43,7.54
20010104024_1800265270.html,5.33,7.26
20010104024_1800265518.html,7.00,7.30
20010104024_1800265817.html,6.50,7.28
20010104024_1800265821.html,6.58,7.56
20010104024_1800265988.html,6.39,7.16
20010104025_1800265270.html,5.92,7.60
20010104025_1800265518.html,7.67,7.76
20010104025_1800265817.html,5.00,7.28
20010104025_1800265988.html,6.91,7.37
20010104026_1800265270.html,5.46,7.36
20010104026_1800265518.html,7.25,7.48
20010104026_1800265600.html,6.21,7.54
20010104026_1800265817.html,7.27,7.45
20010104026_1800265988.html,8.04,7.53
20010104027_1800265270.html,8.21,8.70
20010104027_1800265518.html,8.54,8.67
20010104027_1800265817.html,8.19,8.59
20010104027_1800265988.html,8.57,8.58
20010104028_1800265270.html,4.25,6.91
20010104028_1800265518.html,6.58,7.14
20010104028_1800265600.html,5.75,7.28
20010104028_1800265817.html,4.50,6.68
20010104028_1800265821.html,5.75,7.28
20010104028_1800265985.html,6.50,7.46
20010104028_1800265988.html,7.61,7.03
20010104029_1800265270.html,6.08,7.89
20010104029_1800265518.html,7.46,7.95
20010104029_1800265817.html,6.65,7.72
20010104029_1800265988.html,7.91,7.75
20010104030_1800265270.html,6.33,7.74
20010104030_1800265518.html,7.21,7.86
20010104030_1800265600.html,7.46,8.02
20010104030_1800265817.html,5.96,7.53
20010104030_1800265988.html,5.30,7.39
20010104031_1800265270.html,5.92,7.33
20010104031_1800265518.html,6.92,7.42
20010104031_1800265600.html,6.79,7.54
20010104031_1800265817.html,6.58,7.27
20010104031_1800265988.html,7.09,7.25
20010104032_1800265270.html,2.29,4.13
20010104032_1800265340.html,3.08,4.73
20010104032_1800265518.html,1.38,3.59
20010104032_1800265597.html,5.71,5.63
20010104032_1800265599.html,3.08,4.73
20010104032_1800265817.html,0.96,3.24
20010104032_1800265819.html,5.88,5.71
20010104032_1800265820.html,3.54,4.95
20010104032_1800265988.html,4.78,3.44
20010104033_1800265270.html,4.96,7.00
20010104033_1800265518.html,5.79,7.06
20010104033_1800265600.html,6.46,7.37
20010104033_1800265817.html,3.35,6.55
20010104033_1800265988.html,5.48,6.71
20010104036_1800265270.html,5.63,7.33
20010104036_1800265518.html,6.79,7.22
20010104036_1800265600.html,5.63,7.33
20010104036_1800265817.html,4.54,6.75
20010104036_1800265821.html,5.63,7.33
20010104036_1800265985.html,6.13,7.45
20010104036_1800265988.html,5.61,6.83
20010104037_1800265270.html,6.04,7.43
20010104037_1800265518.html,7.33,7.63
20010104037_1800265600.html,7.17,7.70
20010104037_1800265817.html,6.81,7.49
20010104037_1800265988.html,7.61,7.50
20010104038_1800265270.html,5.38,6.80
20010104038_1800265340.html,6.12,7.26
20010104038_1800265518.html,4.13,6.63
20010104038_1800265599.html,7.12,7.61
20010104038_1800265600.html,6.13,7.24
20010104038_1800265817.html,4.15,6.40
20010104038_1800265822.html,5.38,6.88
20010104038_1800265986.html,5.88,6.98
20010104038_1800265988.html,4.96,6.42
20010104039_1800265270.html,5.21,7.22
20010104039_1800265518.html,7.08,7.52
20010104039_1800265600.html,6.83,7.62
20010104039_1800265817.html,6.85,7.40
20010104039_1800265988.html,7.61,7.43
20010104040_1800265270.html,7.13,7.81
20010104040_1800265518.html,7.92,7.83
20010104040_1800265817.html,7.54,7.78
20010104040_1800265988.html,6.78,7.64
20010104041_1800265270.html,6.96,7.56
20010104041_1800265518.html,7.50,7.55
20010104041_1800265817.html,6.85,7.43
20010104041_1800265988.html,5.52,7.17
20010104042_1800265270.html,5.58,7.68
20010104042_1800265518.html,7.42,7.95
20010104042_1800265600.html,7.21,8.08
20010104042_1800265817.html,7.35,7.84
20010104042_1800265988.html,7.91,7.85
20010104043_1800265270.html,7.29,8.21
20010104043_1800265518.html,7.83,8.14
20010104043_1800265817.html,7.65,8.05
20010104043_1800265988.html,7.78,8.02
20010104044_1800265270.html,2.75,4.98
20010104044_1800265340.html,2.88,5.70
20010104044_1800265518.html,1.29,4.35
20010104044_1800265599.html,2.88,5.70
20010104044_1800265600.html,3.25,5.10
20010104044_1800265817.html,1.42,3.84
20010104044_1800265820.html,2.88,5.70
20010104044_1800265821.html,3.25,5.10
20010104044_1800265984.html,2.88,5.70
20010104044_1800265985.html,3.25,5.10
20010104044_1800265986.html,1.29,4.35
20010104044_1800265988.html,3.57,3.80
20010104045_1800265270.html,5.17,7.38
20010104045_1800265518.html,6.96,7.47
20010104045_1800265817.html,6.92,7.51
20010104045_1800265821.html,6.92,7.81
20010104045_1800265988.html,7.65,7.53
20010104046_1800265270.html,7.38,7.97
20010104046_1800265518.html,7.04,7.79
20010104046_1800265817.html,7.65,7.76
20010104046_1800265988.html,7.26,7.70
20010104047_1800265270.html,7.63,8.08
20010104047_1800265340.html,8.31,8.23
20010104047_1800265518.html,7.29,7.93
20010104047_1800265817.html,7.46,7.84
20010104047_1800265988.html,7.26,7.77
20010104048_1800265270.html,6.88,7.67
20010104048_1800265518.html,7.08,7.56
20010104048_1800265817.html,7.15,7.49
20010104048_1800265988.html,7.22,7.45
20010104050_1800265270.html,7.96,8.56
20010104050_1800265518.html,8.63,8.57
20010104050_1800265817.html,8.23,8.51
20010104050_1800265988.html,7.00,8.31
20010104051_1800265270.html,7.17,7.61
20010104051_1800265518.html,7.50,7.59
20010104051_1800265817.html,7.27,7.53
20010104051_1800265988.html,7.61,7.54
20010104052_1800265270.html,7.29,8.11
20010104052_1800265518.html,4.54,7.41
20010104052_1800265817.html,2.65,6.82
20010104052_1800265988.html,4.78,6.78
20010104053_1800265270.html,7.00,7.82
20010104053_1800265518.html,7.08,7.67
20010104053_1800265817.html,5.54,7.30
20010104053_1800265988.html,7.17,7.47
20010104054_1800265270.html,7.58,8.36
20010104054_1800265518.html,7.88,8.26
20010104054_1800265817.html,7.35,8.10
20010104054_1800265988.html,7.61,8.04
20010104055_1800265270.html,6.79,7.96
20010104055_1800265340.html,8.50,8.34
20010104055_1800265518.html,7.33,7.84
20010104055_1800265817.html,7.12,7.71
20010104055_1800265988.html,7.57,7.69
20010104056_1800265270.html,7.67,8.10
20010104056_1800265518.html,8.00,8.08
20010104056_1800265817.html,7.54,7.99
20010104056_1800265988.html,7.91,7.98
20010104057_1800265270.html,2.04,3.16
20010104057_1800265340.html,3.38,3.53
20010104057_1800265518.html,0.00,2.69
20010104057_1800265600.html,2.79,3.35
20010104057_1800265817.html,0.77,2.35
20010104057_1800265986.html,0.00,2.69
20010104057_1800265987.html,2.27,2.61
20010104057_1800265988.html,4.17,2.74
20010104058_1800265270.html,6.71,7.51
20010104058_1800265518.html,7.67,7.54
20010104058_1800265817.html,6.73,7.40
20010104058_1800265988.html,7.65,7.43
20010104059_1800265270.html,4.88,6.78
20010104059_1800265518.html,3.88,6.20
20010104059_1800265817.html,4.92,6.18
20010104059_1800265821.html,5.38,6.90
20010104059_1800265822.html,4.63,6.45
20010104059_1800265985.html,6.13,7.08
20010104059_1800265986.html,5.13,6.70
20010104059_1800265988.html,6.87,6.54
20010104060_1800265270.html,7.33,8.04
20010104060_1800265518.html,7.71,7.98
20010104060_1800265817.html,5.96,7.62
20010104060_1800265988.html,7.52,7.75
20010104061_1800265270.html,7.08,8.17
20010104061_1800265518.html,7.42,8.02
20010104061_1800265817.html,6.96,7.84
20010104061_1800265988.html,7.35,7.77
20010104062_1800265270.html,4.04,5.77
20010104062_1800265340.html,4.04,6.32
20010104062_1800265518.html,1.88,5.00
20010104062_1800265599.html,4.04,6.32
20010104062_1800265600.html,4.04,5.77
20010104062_1800265817.html,1.96,4.66
20010104062_1800265820.html,4.04,6.32
20010104062_1800265821.html,4.54,5.89
20010104062_1800265822.html,2.54,5.23
20010104062_1800265984.html,4.04,6.32
20010104062_1800265985.html,5.04,6.01
20010104062_1800265988.html,4.39,4.83
20010104063_1800265270.html,6.54,7.31
20010104063_1800265518.html,7.21,7.29
20010104063_1800265817.html,6.54,7.16
20010104063_1800265988.html,5.87,6.98
20010107001_1800265281.html,7.28,7.95
20010107001_1800265540.html,8.56,8.27
20010107001_1800265545.html,8.24,8.20
20010107001_1800265780.html,8.9259259259,8.3918918919
20010107001_1800265922.html,8.63,8.42
20010107002_1800265281.html,3.60,6.19
20010107002_1800265540.html,3.36,6.07
