,0,1,2
306,21013114107_1800265431.html,7.55 , 
307,21013514024_1800265844.html,1.92 , 
308,22012414045_1800265735.html,7.2413793103 , 
309,22013014012_1800265842.html,2.42 , 
310,22011614010_1800265842.html,4.33 , 
311,21012814050_1800265431.html,R , 
312,21012214011_1800265726.html,R , 
313,22012514008_1800265430.html,R , 
314,21012814015_1800265844.html,6.23 , 
315,22011614069_1800265430.html,R , 
316,22013614050_1800265430.html,R , 
317,21012114099_1800265370.html,5.03 , 
318,20011914064_1800265433.html,7.21 , 
319,21012114043_1800265843.html,8.00 , 
320,22013114021_1800265735.html,7.724137931 , 
321,21012014032_1800265432.html,R , 
322,20012414044_1800265434.html,7.00 , 
323,20013614022_1800265846.html,8.00 , 
324,22012814043_1800265430.html,7.07 , 
325,22013314074_1800265430.html,7.77 , 
326,21013614011_1800265432.html,7.33 , 
327,20013514032_1800265728.html,7.5333333333 , 
328,23015414065_1800265840.html,6.52 , 
329,22012114100_1800265841.html,7.28 , 
330,22013314084_1800265842.html,5.00 , 
331,20012014025_1800265846.html,8.67 , 
332,21012414048_1800265843.html,3.07 , 
333,22012714048_1800265430.html,7.10 , 
334,22012114003_1800265430.html,R , 
335,20012714048_1800265372.html,7.71 , 
336,22012914031_1800265842.html,8.42 , 
337,20013014024_1800265846.html,6.83 , 
338,21013414018_1800265843.html,7.57 , 
339,21013314050_1800265370.html,8.31 , 
340,22013114088_1800265735.html,7.5517241379 , 
341,21013414027_1800265369.html,7.28 , 
342,21013014010_1800265843.html,3.07 , 
343,21013114008_1800265432.html,7.67 , 
344,20013614020_1800265845.html,6.00 , 
345,21012614069_1800265844.html,7.23 , 
346,21012314008_1800265726.html,7 , 
347,22011614048_1800265842.html,4.58 , 
348,22012314042_1800265842.html,5.08 , 
349,21013214013_1800265726.html,R , 
350,20013114086_1800265846.html,7.25 , 
351,20012214024_1800265727.html,R , 
352,20013114020_1800265434.html,8.08 , 
353,20012814034_1800265433.html,R , 
354,20013114031_1800265434.html,8.23 , 
355,20012214007_1800265844.html,6.38 , 
356,21012014053_1800265726.html,7.9285714286 , 
357,21013214065_1800265842.html,5.92 , 
358,22012714059_1800265430.html,8.52 , 
359,21013614048_1800265726.html,9.0714285714 , 
360,21012114009_1800265370.html,8.41 , 
361,21012614015_1800265370.html,4.24 , 
362,20012614024_1800265726.html,6.9285714286 , 
363,22013214025_1800265735.html,R , 
364,22012714056_1800265734.html,R , 
365,20012114070_1800265846.html,7.83 , 
366,20012214028_1800265434.html,R , 
367,21013414050_1800265431.html,R , 
368,21012314013_1800265844.html,3.23 , 
369,20012714003_1800265846.html,7.42 , 
370,21013514013_1800265844.html, , 
371,20012114070_1800265372.html,6.21 , 
372,22012414005_1800265430.html,R , 
373,21012914049_1800265430.html,7.76 , 
374,20012514049_1800265372.html,3.00 , 
375,22013214105_1800265842.html,2.50 , 
376,22011814059_1800265430.html,7.34 , 
377,22012514020_1800265734.html,6.8333333333 , 
378,23013214072_1800265840.html,4.24 , 
379,23012714068_1800265840.html,4.67 , 
380,22012314063_1800265735.html,7.55 , 
381,22013214057_1800265430.html,R , 
382,20012214034_1800265372.html,8.29 , 
383,20013514032_1800265726.html,7.0714285714 , 
384,23012714013_1800265840.html,7.79 , 
385,20012714030_1800265728.html,R , 
386,21013414044_1800265844.html,4.23 , 
387,21023514001_1800265728.html,7.5333333333 , 
388,20012814050_1800265728.html,8.6 , 
389,21012814059_1800265844.html,3.69 , 
390,21013114001_1800265725.html,7.25 , 
391,20013114006_1800265727.html,R , 
392,22012914019_1800265430.html,7.90 , 
393,22023114003_1800265432.html,7.75 , 
394,22012314020_1800265841.html,7.55 , 
395,20013114064_1800265846.html,6.42 , 
396,21012414027_1800265841.html,6.86 , 
397,22011814043_1800265734.html,R , 
398,21012114094_1800265432.html,8.92 , 
399,20012314053_1800265728.html,8.1333333333 , 
400,21011914019_1800265844.html,1.46 , 
401,21012514004_1800265726.html,8.7142857143 , 
402,21012014019_1800265370.html,7.21 , 
403,22011814051_1800265430.html,8.83 , 
404,21013314045_1800265844.html,7.69 , 
405,21013114040_1800265735.html,6.724137931 , 
406,21023614001_1800265372.html,7.14 , 
407,21011914023_1800265844.html,7.46 , 
408,20011614029_1800265370.html,7.52 , 
409,22013514062_1800265735.html,7.24 , 
410,23011614022_1800265840.html,8.17 , 
411,20012414015_1800265372.html,7.43 , 
412,21021914002_1800265372.html,8.36 , 
413,23012814007_1800265840.html,8.30 , 
414,20013214048_1800265371.html,6.17 , 
415,22013614025_1800265735.html,R , 
416,20012014026_1800265372.html,8.21 , 
417,21012714037_1800265370.html,7.34 , 
418,20013114085_1800265726.html,R , 
419,20012114063_1800265728.html,8.7333333333 , 
420,20012514004_1800265846.html,3.08 , 
421,21012214019_1800265726.html,R , 
422,20012714029_1800265433.html,R , 
423,20013414006_1800265846.html,8.08 , 
424,21011814032_1800265432.html,R , 
425,21013314060_1800265843.html,6.86 , 
426,23013114089_1800265840.html,6.93 , 
427,20012114037_1800265846.html,7.17 , 
428,22013314079_1800265735.html,8.45 , 
429,22011914033_1800265430.html,6.90 , 
430,21012414007_1800265431.html,R , 
431,20012114021_1800265434.html,R , 
432,21013114098_1800265726.html,7.7142857143 , 
433,20011914044_1800265434.html,R , 
434,20013614023_1800265846.html,7.58 , 
435,22012814006_1800265430.html,7.30 , 
436,20011914024_1800265372.html,7.43 , 
437,22012814035_1800265735.html,8.1034482759 , 
438,22012214052_1800265430.html,7.17 , 
439,22013114070_1800265842.html,7.75 , 
440,22012414052_1800265430.html,R , 
441,22015214024_1800265842.html,8.83 , 
442,20012914014_1800265844.html,6.77 , 
443,23011914025_1800265840.html,6.66 , 
444,20013214034_1800265726.html,R , 
445,20012414012_1800265372.html,7.07 , 
446,23011914018_1800265840.html,3.93 , 
447,23012014060_1800265840.html,5.69 , 
448,20012914040_1800265372.html,3.21 , 
449,21012614004_1800265844.html,7.31 , 
450,23013114025_1800265840.html,6.97 , 
451,20013114055_1800265370.html,6.90 , 
452,20011814008_1800265727.html,R , 
453,21013014017_1800265843.html,6.64 , 
454,21012414052_1800265734.html,6.86 , 
455,22012414029_1800265430.html,7.77 , 
456,21013614053_1800265844.html,7.46 , 
457,20013114043_1800265846.html,7.17 , 
458,20011614022_1800265846.html,8.67 , 
459,22011614053_1800265430.html,7.48 , 
460,21013414007_1800265843.html,7.14 , 
461,20012114020_1800265371.html,4.83 , 
462,21012214021_1800265735.html,6.5862068966 , 
463,22011914002_1800265842.html,8.25 , 
464,20012414044_1800265846.html,7.25 , 
465,21012814028_1800265370.html,8.17 , 
466,22012514030_1800265734.html,R , 
467,22011914005_1800265842.html,3.75 , 
468,22012414060_1800265842.html,8.83 , 
469,20012414005_1800265372.html,7.29 , 
470,22021914005_1800265726.html,R , 
471,20012614006_1800265846.html,8.42 , 
472,23013314090_1800265840.html,4.14 , 
473,22012414055_1800265430.html,7.23 , 
474,21013014041_1800265370.html,3.38 , 
475,21012114084_1800265726.html,R , 
476,22013514028_1800265842.html,2.83 , 
477,22012414005_1800265841.html,7.21 , 
478,22011914067_1800265734.html,7.28 , 
479,21013014014_1800265844.html,7.62 , 
480,21013214025_1800265725.html,7.0833333333 , 
481,21013214060_1800265842.html,6.83 , 
482,23013114001_1800265840.html,5.37 , 
483,20013114091_1800265845.html,6.80 , 
484,21012114114_1800265726.html,8.0714285714 , 
485,21012714034_1800265726.html,7.4285714286 , 
486,21012914028_1800265369.html,5.34 , 
487,20012414013_1800265372.html,7.36 , 
488,20012314057_1800265372.html,6.86 , 
489,22013614005_1800265841.html,5.34 , 
490,20013214034_1800265372.html,4.79 , 
491,22012114071_1800265842.html,7.42 , 
492,23012114038_1800265840.html,7.34 , 
493,21012114025_1800265369.html,6.57 , 
494,23023114010_1800265842.html,8.00 , 
495,20013414016_1800265844.html,5.77 , 
496,21013414025_1800265431.html,R , 
497,21013014051_1800265431.html,R , 
498,22012114019_1800265430.html,7.72 , 
499,20012214011_1800265433.html,7.50 , 
500,21012814035_1800265844.html,7.77 , 
501,21013014039_1800265431.html,R , 
502,22013414019_1800265842.html,5.42 , 
503,22013314018_1800265735.html,R , 
504,22012514020_1800265842.html,3.33 , 
505,21012314051_1800265370.html,7.10 , 
506,20012914013_1800265845.html,6.80 , 
507,22013114102_1800265735.html,7.275862069 , 
508,22012314004_1800265841.html,7.14 , 
509,21012914055_1800265843.html,7.00 , 
510,21012814054_1800265369.html,5.90 , 
511,22013214005_1800265734.html,R , 
512,21012614033_1800265844.html,8.23 , 
513,22012514052_1800265430.html,7.37 , 
514,21013114082_1800265844.html,5.92 , 
515,21012614065_1800265725.html,R , 
516,21013114031_1800265844.html,7.31 , 
517,20012214043_1800265728.html,7.3333333333 , 
518,22013514019_1800265735.html,9.45 , 
519,20012414049_1800265434.html,R , 
520,21011914027_1800265370.html,7.76 , 
521,20011814039_1800265728.html,9.1333333333 , 
522,21013314004_1800265735.html,7.4827586207 , 
523,20012314017_1800265434.html,8.15 , 
524,20013614041_1800265846.html,7.50 , 
525,23011914061_1800265840.html,8.31 , 
526,22012114076_1800265735.html,6.59 , 
527,20011715018_1800265710.html,9.2 ,8.57 
528,21011914034_1800265370.html,8.03 , 
529,21023114004_1800265726.html,7.2857142857 , 
530,22012114042_1800265734.html,6.79 , 
531,20012614021_1800265846.html,7.83 , 
532,20013614013_1800265728.html,6.9333333333 , 
533,22013214047_1800265430.html,7.55 , 
534,20012614030_1800265434.html,R , 
535,20012714060_1800265846.html,7.92 , 
536,20012314033_1800265434.html,7.38 , 
537,21012314056_1800265370.html,3.93 , 
538,21011814060_1800265726.html,7.8571428571 , 
539,20012214042_1800265434.html,R , 
540,21013114114_1800265841.html,4.86 , 
541,21012414012_1800265844.html,3.46 , 
542,20013514043_1800265727.html,R , 
543,20012614005_1800265846.html,8.25 , 
544,22012714031_1800265841.html,6.10 , 
545,22012714042_1800265735.html,7.52 , 
546,21012514060_1800265726.html,7.3571428571 , 
547,22012114092_1800265842.html,8.33 , 
548,20012014026_1800265728.html,8.2666666667 , 
549,22013314064_1800265735.html,R , 
550,21011914044_1800265370.html,6.86 , 
551,22012414005_1800265734.html,6.72 , 
552,22023514001_1800265432.html,7.33 , 
553,21023514001_1800265434.html,7.31 , 
554,22012514043_1800265842.html,7.83 , 
555,20013514007_1800265845.html,4.47 , 
556,22012114057_1800265842.html,8.33 , 
557,21013614044_1800265432.html,7.92 , 
558,21013514038_1800265369.html,7.53 , 
559,20012314010_1800265728.html,7.7333333333 , 
560,22012514035_1800265735.html,R , 
561,21012814059_1800265432.html,R , 
562,22012514030_1800265430.html,R , 
563,23011914064_1800265840.html,4.52 , 
564,22012114011_1800265734.html,6.72 , 
565,20013114062_1800265728.html,R , 
566,21011614034_1800265432.html,8.08 , 
567,20012314042_1800265846.html,7.50 , 
568,21012414031_1800265840.html,5.83 , 
569,22012214017_1800265430.html,R , 
570,21012014034_1800265431.html,7.28 , 
571,23012914051_1800265840.html,6.24 , 
572,23015214015_1800265840.html,4.23 , 
573,20011914049_1800265433.html,R , 
574,21023614012_1800265728.html,7.2 , 
575,20012014003_1800265726.html,R , 
576,21012814054_1800265431.html,R , 
577,22011614055_1800265430.html,7.55 , 
578,21013414058_1800265725.html,7.3333333333 , 
579,21011614026_1800265370.html,8.66 , 
580,20012614038_1800265846.html,7.75 , 
581,20012114034_1800265728.html,R , 
582,22012414002_1800265842.html,8.08 , 
583,20013014019_1800265843.html,4.64 , 
584,22011914007_1800265430.html,R , 
585,22013414031_1800265735.html,7.8620689655 , 
586,21013014023_1800265432.html,R , 
587,21012514022_1800265841.html,6.83 , 
588,21012414030_1800265432.html,R , 
589,21012914034_1800265369.html,4.37 , 
590,21012614047_1800265726.html,R , 
591,20013614001_1800265372.html,2.57 , 
592,20012214009_1800265371.html,4.75 , 
593,21012114111_1800265431.html,R , 
594,20012514022_1800265372.html,2.14 , 
595,22012114031_1800265735.html,R , 
596,21012614005_1800265431.html,R , 
597,21012914044_1800265432.html,7.25 , 
598,21011814011_1800265726.html,7.2142857143 , 
599,21012314007_1800265726.html,9.2857142857 , 
600,21012214005_1800265432.html,7.75 , 
601,21013014028_1800265842.html,7.08 , 
602,20012714028_1800265434.html,R , 
603,20012114014_1800265728.html,R , 
604,20012114071_1800265728.html,8 , 
605,21013514006_1800265370.html,4.38 , 
606,21013414047_1800265726.html,8.3571428571 , 
607,22013114073_1800265841.html,5.28 , 
608,21013414058_1800265726.html,R , 
609,20013014008_1800265846.html,3.08 , 
610,20013314046_1800265728.html,7.2 , 
611,22013214011_1800265734.html,R , 
612,20012414016_1800265846.html,6.92 , 
613,23013514024_1800265840.html,4.67 , 
614,20013114106_1800265433.html,R , 
615,20011914018_1800265372.html,3.86 , 
616,21011814003_1800265726.html,7.7142857143 , 
617,20013514031_1800265434.html,R , 
618,20012214045_1800265727.html,R , 
619,22013214079_1800265430.html,R , 
620,23013614041_1800265840.html,3.76 , 
621,20013414002_1800265845.html,7.07 , 
622,21011914019_1800265369.html,6.97 , 
623,23012714061_1800265840.html,5.50 , 
624,20012114040_1800265846.html,7.83 , 
625,20012014055_1800265372.html,7.79 , 
626,22013614038_1800265430.html,7.79 , 
627,20013514004_1800265727.html,R , 
628,20011814014_1800265846.html,8.67 , 
629,20012514027_1800265728.html,8.2 , 
630,22012414051_1800265430.html,R , 
631,21012714049_1800265843.html,7.36 , 
632,21013614009_1800265726.html,8 , 
633,21012514066_1800265430.html,6.63 , 
634,22011614031_1800265430.html,7.21 , 
635,20012314020_1800265434.html,7.08 , 
636,21012914032_1800265726.html,R , 
637,23012114040_1800265840.html,8.03 , 
638,22012114046_1800265735.html,R , 
639,20012214002_1800265726.html,6.4285714286 , 
640,23012914066_1800265840.html,5.43 , 
641,21013414010_1800265844.html,2.08 , 
642,22021614004_1800265726.html,8.2857142857 , 
643,22012514039_1800265735.html,7.8965517241 , 
644,22013314057_1800265842.html,5.00 , 
645,22013014026_1800265841.html,4.90 , 
646,20012714043_1800265726.html,R , 
647,22013114053_1800265735.html,R , 
648,21013114096_1800265843.html,7.36 , 
649,21023514003_1800265845.html,3.13 , 
650,20012614036_1800265727.html,R , 
651,21013214004_1800265432.html,8.50 , 
652,21013214013_1800265432.html,R , 
653,20012014020_1800265846.html,8.67 , 
654,21012714025_1800265431.html,R , 
655,23013414042_1800265840.html,8.90 , 
656,20012114021_1800265728.html,R , 
657,22013614024_1800265430.html,R , 
658,20012514006_1800265371.html,5.67 , 
659,21013114043_1800265370.html,4.17 , 
660,20012214009_1800265727.html,R , 
661,21012414008_1800265726.html,R , 
662,21011914053_1800265726.html,8.1428571429 , 
663,21012414036_1800265432.html,7.42 , 
664,21011814049_1800265431.html,7.41 , 
665,21012014004_1800265726.html,R , 
666,21013114059_1800265432.html,7.50 , 
667,22011914022_1800265430.html,8.23 , 
668,21012114019_1800265844.html,8.08 , 
669,22011914035_1800265735.html,7.62 , 
670,20011814057_1800265846.html,8.42 , 
671,21021914001_1800265728.html,7.7333333333 , 
672,20012314061_1800265372.html,7.21 , 
