
filename,sgpa,cgpa 
21012114050_1800265369.html,7.17 , 
23011614063_1800265840.html,7.93 , 
20012714056_1800265845.html,5.93 , 
20012714037_1800265845.html,7.20 , 
21013614049_1800265844.html,2.69 , 
21013314014_1800265726.html,R , 
21021914004_1800265434.html,R , 
23012414020_1800265840.html,3.73 , 
21013014031_1800265370.html,8.45 , 
21011614022_1800265844.html,8.38 , 
20013014008_1800265845.html,6.53 , 
21013114066_1800265844.html,7.15 , 
21011614006_1800265726.html,8.2857142857 , 
22012914029_1800265735.html,7.1379310345 , 
22012514040_1800265841.html,6.38 , 
21023514002_1800265728.html,R , 
20013214020_1800265844.html,5.85 , 
21013114002_1800265432.html,R , 
21022114006_1800265845.html,7.20 , 
22012614063_1800265842.html,8.00 , 
22012614044_1800265842.html,7.25 , 
21012914034_1800265725.html,R , 
20013114005_1800265434.html,7.69 , 
21012114076_1800265844.html,3.77 , 
22011914025_1800265430.html,6.73 , 
20012714063_1800265843.html,5.14 , 
22013114055_1800265841.html,3.10 , 
21012714063_1800265431.html,7.66 , 
22013214067_1800265842.html,4.67 , 
22012314009_1800265430.html,8.76 , 
20012014064_1800265728.html,8.2666666667 , 
22013414008_1800265430.html,7.76 , 
21012914015_1800265842.html,6.75 , 
21013314011_1800265844.html,8.00 , 
21012614022_1800265726.html,7.5 , 
22022314003_1800265726.html,7.4285714286 , 
21011914040_1800265369.html,7.31 , 
22012114089_1800265842.html,2.75 , 
20013214001_1800265726.html,7.1428571429 , 
21011914023_1800265726.html,R , 
23022214007_1800265842.html,5.50 , 
20012114015_1800265846.html,2.25 , 
21012214022_1800265726.html,7.4285714286 , 
